date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:08:29	13276/13276	---M--	200	added ('OK')	application/octet-stream	etag:%226297423f-33dc%22	https://bs-assets.toptal.io/blackfish-assets/cf9a74845c1e3f6d0b7f8b4e351b3971.woff2	D:/cpp/obid%20aka/bs-assets.toptal.io/blackfish-assets/cf9a74845c1e3f6d0b7f8b4e351b3971.woff2	(from https://bs-assets.toptal.io/blackfish-assets/public_base_styles.5ea0cf22c308bb4ab5bb6245364b2803.css)
11:08:30	18160/18160	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2262a9baeb-46f0%22	https://bs-assets.toptal.io/blackfish-assets/00314075ec9f213755424089877a8298.woff	D:/cpp/obid%20aka/bs-assets.toptal.io/blackfish-assets/00314075ec9f213755424089877a8298.woff	(from https://bs-assets.toptal.io/blackfish-assets/public_base_styles.5ea0cf22c308bb4ab5bb6245364b2803.css)
11:08:30	63808/63808	---M--	200	added ('OK')	application/x-font-opentype	etag:%2262a9baed-f940%22	https://bs-assets.toptal.io/blackfish-assets/72b6f2c9990bd3d37b8013a59ed78902.otf	D:/cpp/obid%20aka/bs-assets.toptal.io/blackfish-assets/72b6f2c9990bd3d37b8013a59ed78902.otf	(from https://bs-assets.toptal.io/blackfish-assets/public_base_styles.5ea0cf22c308bb4ab5bb6245364b2803.css)
11:08:30	69410/69410	---M--	200	added ('OK')	image/jpeg	etag:%2262a9baed-10f22%22	https://bs-assets.toptal.io/blackfish-assets/public/base/images/signup/background_d38177.jpg	D:/cpp/obid%20aka/bs-assets.toptal.io/blackfish-assets/public/base/images/signup/background_d38177.jpg	(from https://bs-assets.toptal.io/blackfish-assets/public_base_styles.5ea0cf22c308bb4ab5bb6245364b2803.css)
11:08:30	250/250	---M--	200	added ('OK')	image/png	etag:%2262a9baed-fa%22	https://bs-assets.toptal.io/blackfish-assets/public/base/images/icons/checkbox-tick_13fe81.png	D:/cpp/obid%20aka/bs-assets.toptal.io/blackfish-assets/public/base/images/icons/checkbox-tick_13fe81.png	(from https://bs-assets.toptal.io/blackfish-assets/public_base_styles.5ea0cf22c308bb4ab5bb6245364b2803.css)
11:08:31	237/237	---M--	200	added ('OK')	image/png	etag:%2262a9baeb-ed%22	https://bs-assets.toptal.io/blackfish-assets/public/base/images/primitives/icon/lock_ed584f.png	D:/cpp/obid%20aka/bs-assets.toptal.io/blackfish-assets/public/base/images/primitives/icon/lock_ed584f.png	(from https://bs-assets.toptal.io/blackfish-assets/public_base_styles.5ea0cf22c308bb4ab5bb6245364b2803.css)
11:08:31	126/126	---M--	200	added ('OK')	image/png	etag:%2262a9baeb-7e%22	https://bs-assets.toptal.io/blackfish-assets/public/base/images/icons/select-arrow_6ae096.png	D:/cpp/obid%20aka/bs-assets.toptal.io/blackfish-assets/public/base/images/icons/select-arrow_6ae096.png	(from https://bs-assets.toptal.io/blackfish-assets/public_base_styles.5ea0cf22c308bb4ab5bb6245364b2803.css)
11:08:32	1307/1307	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262a9bae9-51b%22	https://bs-assets.toptal.io/blackfish-assets/public/base/images/header/toptal_dbec52.svg	D:/cpp/obid%20aka/bs-assets.toptal.io/blackfish-assets/public/base/images/header/toptal_dbec52.svg	(from https://bs-assets.toptal.io/blackfish-assets/public_base_styles.5ea0cf22c308bb4ab5bb6245364b2803.css)
11:08:32	101/101	---M--	200	added ('OK')	image/png	etag:%2262a9baeb-65%22	https://bs-assets.toptal.io/blackfish-assets/public/base/images/primitives/icon/expand_26c011.png	D:/cpp/obid%20aka/bs-assets.toptal.io/blackfish-assets/public/base/images/primitives/icon/expand_26c011.png	(from https://bs-assets.toptal.io/blackfish-assets/public_base_styles.5ea0cf22c308bb4ab5bb6245364b2803.css)
11:08:32	334/334	---M--	200	added ('OK')	image/png	etag:%2262a76f05-4609%22	https://bs-assets.toptal.io/blackfish-assets/public/pages/sorting_algorithms/images/play_black_168d92.png	D:/cpp/obid%20aka/bs-assets.toptal.io/blackfish-assets/public/pages/sorting_algorithms/images/play_black_168d92.png	(from https://bs-assets.toptal.io/blackfish-assets/public_sorting_algorithms_styles.a7b35d274bd054c5ae6ad2648435b4b9.css)
11:08:32	344/344	---M--	200	added ('OK')	image/png	etag:%226298baa6-158%22	https://bs-assets.toptal.io/blackfish-assets/public/pages/sorting_algorithms/images/play_white_0f705f.png	D:/cpp/obid%20aka/bs-assets.toptal.io/blackfish-assets/public/pages/sorting_algorithms/images/play_white_0f705f.png	(from https://bs-assets.toptal.io/blackfish-assets/public_sorting_algorithms_styles.a7b35d274bd054c5ae6ad2648435b4b9.css)
11:08:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2006:08:33%20GMT	https://www.toptal.com/developers/sorting-algorithms/'https://www.toptal.com/cookie-policy'>Cookie	D:/cpp/obid%20aka/www.toptal.com/developers/sorting-algorithms/'https_/www.toptal.com/cookie-policy'_Cookie	(from https://www.toptal.com/developers/sorting-algorithms/insertion-sort)
11:08:33	10549/10549	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Jun%202022%2006:08:33%20GMT	https://www.toptal.com/developers/sorting-algorithms/'https://www.toptal.com/cookie-policy'>cookie	D:/cpp/obid%20aka/www.toptal.com/developers/sorting-algorithms/'https_/www.toptal.com/cookie-policy'_cookie	(from https://www.toptal.com/developers/sorting-algorithms/insertion-sort)
11:08:35	470/470	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2006:08:35%20GMT	https://www.toptal.com/developers/c	D:/cpp/obid%20aka/www.toptal.com/developers/c	(from https://connect.facebook.net/en_US/fbevents.js)
11:08:36	10549/10549	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Jun%202022%2006:08:35%20GMT	https://www.toptal.com/developers/b	D:/cpp/obid%20aka/www.toptal.com/developers/b	(from https://connect.facebook.net/en_US/fbevents.js)
11:08:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2006:08:36%20GMT	https://www.toptal.com/developers/POST	D:/cpp/obid%20aka/www.toptal.com/developers/POST	(from https://connect.facebook.net/en_US/fbevents.js)
11:08:37	10549/10549	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Jun%202022%2006:08:36%20GMT	https://www.toptal.com/developers/post	D:/cpp/obid%20aka/www.toptal.com/developers/post	(from https://connect.facebook.net/en_US/fbevents.js)
11:08:37	542/542	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2006:08:37%20GMT	https://bs-assets.toptal.io/robots.txt		(from https://bs-assets.toptal.io/blackfish-assets/public_base_styles.5ea0cf22c308bb4ab5bb6245364b2803.css)
